Timestamp,AQI,PM2_5,PM10,NO2,Ozone,Latitude,Longitude,DataSource
2024-01-01 00:00:00,1.0,10.6979153899111,11.856221228480305,5.4868051742817805,6.809792608734847,32.54,-117.04,Adapted_Housing
2024-01-01 01:00:00,2.0,17.005335273415245,28.5155810304829,9.9893441910611,17.448324969187432,32.55,-117.04,Adapted_Housing
2024-01-01 02:00:00,2.0,18.001633121020284,27.4730326834823,9.687627573781379,17.522054545327627,32.55,-117.09,Adapted_Housing
2024-01-01 03:00:00,2.0,18.28898805161155,29.6397552972886,10.871455934081197,16.741239509514397,32.55,-117.06,Adapted_Housing
2024-01-01 04:00:00,2.0,20.65570720980137,30.69710197215691,9.806069400052923,17.743719898491648,32.56,-117.05,Adapted_Housing
2024-01-01 05:00:00,2.0,16.965710003474157,28.277974883882038,9.347073215775858,17.921133654524446,32.56,-117.1,Adapted_Housing
2024-01-01 06:00:00,2.0,20.11697560001757,24.002013084357323,10.114652756456303,19.24029004945987,32.56,-117.05,Adapted_Housing
2024-01-01 07:00:00,2.0,17.117219430348978,31.375902271138337,9.29573069731411,15.937647525260681,32.56,-117.05,Adapted_Housing
2024-01-01 08:00:00,2.0,19.984765417142786,36.12087104070607,10.170957014955453,18.70646676492036,32.56,-117.06,Adapted_Housing
2024-01-01 09:00:00,2.0,23.468452727352034,28.915960824022907,10.626050735676209,13.556097527716902,32.56,-117.06,Adapted_Housing
2024-01-01 10:00:00,2.0,22.275328918459135,30.622712811440522,9.831974936345702,16.445396810908512,32.56,-117.07,Adapted_Housing
2024-01-01 11:00:00,3.0,31.07042906236634,46.89925661262255,14.50110280136696,24.569387725777688,32.56,-117.12,Adapted_Housing
2024-01-01 12:00:00,2.0,19.63924193627917,27.621716572753574,10.371089827583923,16.658055582014704,32.56,-116.97,Adapted_Housing
2024-01-01 13:00:00,2.0,18.89576304897968,29.915980235175798,9.395305630547277,15.793199854887671,32.57,-117.1,Adapted_Housing
2024-01-01 14:00:00,2.0,20.203330742776373,29.010174652356984,12.31512958430285,16.659197877870394,32.57,-117.06,Adapted_Housing
2024-01-01 15:00:00,2.0,22.934099352025143,31.391008403337672,8.641148629575364,18.49365398204254,32.57,-117.1,Adapted_Housing
2024-01-01 16:00:00,2.0,17.086608503616798,34.40593179227595,8.431684525100266,14.730869163170041,32.57,-117.09,Adapted_Housing
2024-01-01 17:00:00,2.0,19.46556168377748,31.140596125713152,10.23901783934788,13.49619760843819,32.57,-117.07,Adapted_Housing
2024-01-01 18:00:00,2.0,16.747437904165523,27.741282503180177,9.183429324319277,18.003929565168157,32.57,-117.07,Adapted_Housing
2024-01-01 19:00:00,2.0,20.6408917257627,25.095342256492003,9.906403380337938,17.656046627658718,32.57,-117.06,Adapted_Housing
2024-01-01 20:00:00,2.0,20.253943163504477,38.658184616849056,9.670612345608728,22.276393238088453,32.57,-117.09,Adapted_Housing
